"rt","key_press","TrialNumber","Subject","TrialType","Response","TestTrial","trial_type","trial_index","time_elapsed","internal_node_id"
"-1","-1","1","s999","3","4","8","single-stim","0","59","0.0-0.0"
"-1","-1","2","s999","1","6","4","single-stim","1","66","0.0-1.0"
"-1","-1","3","s999","8","4","6","single-stim","2","69","0.0-2.0"
"-1","-1","4","s999","3","5","8","single-stim","3","74","0.0-3.0"
"-1","-1","5","s999","5","3","7","single-stim","4","79","0.0-4.0"
"-1","-1","6","s999","3","7","4","single-stim","5","84","0.0-5.0"
"-1","-1","7","s999","8","4","2","single-stim","6","89","0.0-6.0"
"-1","-1","8","s999","9","0","4","single-stim","7","94","0.0-7.0"
"-1","-1","9","s999","8","1","0","single-stim","8","100","0.0-8.0"
"-1","-1","10","s999","3","2","7","single-stim","9","106","0.0-9.0"
"-1","-1","11","s999","7","7","1","single-stim","10","111","0.0-10.0"
"-1","-1","12","s999","5","4","4","single-stim","11","116","0.0-11.0"
"-1","-1","13","s999","0","7","4","single-stim","12","120","0.0-12.0"
"-1","-1","14","s999","4","2","2","single-stim","13","125","0.0-13.0"
"-1","-1","15","s999","1","4","5","single-stim","14","132","0.0-14.0"
"-1","-1","16","s999","7","2","2","single-stim","15","141","0.0-15.0"
"-1","-1","17","s999","7","5","7","single-stim","16","146","0.0-16.0"
"-1","-1","18","s999","2","7","3","single-stim","17","150","0.0-17.0"
"-1","-1","19","s999","0","6","0","single-stim","18","155","0.0-18.0"
"-1","-1","20","s999","7","0","8","single-stim","19","161","0.0-19.0"
"-1","-1","21","s999","3","8","9","single-stim","20","165","0.0-20.0"
"-1","-1","22","s999","7","3","7","single-stim","21","170","0.0-21.0"
"-1","-1","23","s999","9","6","8","single-stim","22","175","0.0-22.0"
"-1","-1","24","s999","3","6","8","single-stim","23","192","0.0-23.0"
"-1","-1","25","s999","9","1","0","single-stim","24","200","0.0-24.0"
"-1","-1","26","s999","6","2","5","single-stim","25","205","0.0-25.0"
"-1","-1","27","s999","4","4","6","single-stim","26","211","0.0-26.0"
"-1","-1","28","s999","5","9","4","single-stim","27","216","0.0-27.0"
"-1","-1","29","s999","3","6","0","single-stim","28","228","0.0-28.0"
"-1","-1","30","s999","4","7","3","single-stim","29","233","0.0-29.0"
"-1","-1","31","s999","1","4","9","single-stim","30","248","0.0-30.0"
"-1","-1","32","s999","2","6","3","single-stim","31","259","0.0-31.0"
"-1","-1","33","s999","2","7","2","single-stim","32","266","0.0-32.0"
"-1","-1","34","s999","4","4","4","single-stim","33","274","0.0-33.0"
"-1","-1","35","s999","7","6","9","single-stim","34","279","0.0-34.0"
"-1","-1","36","s999","5","2","6","single-stim","35","283","0.0-35.0"
"-1","-1","37","s999","3","9","7","single-stim","36","301","0.0-36.0"
"-1","-1","38","s999","0","0","5","single-stim","37","309","0.0-37.0"
"-1","-1","39","s999","7","5","0","single-stim","38","314","0.0-38.0"
"-1","-1","40","s999","6","0","3","single-stim","39","319","0.0-39.0"
"-1","-1","41","s999","7","4","1","single-stim","40","323","0.0-40.0"
"-1","-1","42","s999","2","6","9","single-stim","41","331","0.0-41.0"
"-1","-1","43","s999","9","7","1","single-stim","42","336","0.0-42.0"
"-1","-1","44","s999","3","1","0","single-stim","43","341","0.0-43.0"
"-1","-1","45","s999","2","3","0","single-stim","44","347","0.0-44.0"
"-1","-1","46","s999","6","1","5","single-stim","45","354","0.0-45.0"
"-1","-1","47","s999","5","9","5","single-stim","46","363","0.0-46.0"
"-1","-1","48","s999","4","7","6","single-stim","47","370","0.0-47.0"
"-1","-1","49","s999","9","7","0","single-stim","48","374","0.0-48.0"
"-1","-1","50","s999","8","0","2","single-stim","49","380","0.0-49.0"
"-1","-1","51","s999","6","5","4","single-stim","50","387","0.0-50.0"
"-1","-1","52","s999","0","1","7","single-stim","51","392","0.0-51.0"
"-1","-1","53","s999","0","2","8","single-stim","52","397","0.0-52.0"
"-1","-1","54","s999","2","3","7","single-stim","53","401","0.0-53.0"
"-1","-1","55","s999","1","6","6","single-stim","54","406","0.0-54.0"
"-1","-1","56","s999","5","0","6","single-stim","55","410","0.0-55.0"
"-1","-1","57","s999","6","4","2","single-stim","56","415","0.0-56.0"
"-1","-1","58","s999","8","7","8","single-stim","57","420","0.0-57.0"
"-1","-1","59","s999","6","8","4","single-stim","58","424","0.0-58.0"
"-1","-1","60","s999","9","3","8","single-stim","59","429","0.0-59.0"
"-1","-1","61","s999","4","7","0","single-stim","60","433","0.0-60.0"
"-1","-1","62","s999","8","4","1","single-stim","61","438","0.0-61.0"
"-1","-1","63","s999","2","0","6","single-stim","62","442","0.0-62.0"
"-1","-1","64","s999","7","3","9","single-stim","63","447","0.0-63.0"
"-1","-1","65","s999","3","1","7","single-stim","64","451","0.0-64.0"
"-1","-1","66","s999","5","9","9","single-stim","65","457","0.0-65.0"
"-1","-1","67","s999","8","7","5","single-stim","66","461","0.0-66.0"
"-1","-1","68","s999","9","2","6","single-stim","67","466","0.0-67.0"
"-1","-1","69","s999","2","2","5","single-stim","68","471","0.0-68.0"
"-1","-1","70","s999","7","0","1","single-stim","69","476","0.0-69.0"
"-1","-1","71","s999","6","4","9","single-stim","70","480","0.0-70.0"
"-1","-1","72","s999","8","1","5","single-stim","71","485","0.0-71.0"
"-1","-1","73","s999","2","9","4","single-stim","72","489","0.0-72.0"
"-1","-1","74","s999","0","5","7","single-stim","73","494","0.0-73.0"
"-1","-1","75","s999","2","9","4","single-stim","74","498","0.0-74.0"
