"rt","key_press","TrialNumber","Subject","TrialType","Response","TestTrial","trial_type","trial_index","time_elapsed","internal_node_id"
"-1","-1","1","s999","4","8","3","single-stim","0","52","0.0-0.0"
"-1","-1","2","s999","4","5","3","single-stim","1","69","0.0-1.0"
"-1","-1","3","s999","3","9","0","single-stim","2","71","0.0-2.0"
"-1","-1","4","s999","1","2","3","single-stim","3","75","0.0-3.0"
"-1","-1","5","s999","1","7","1","single-stim","4","80","0.0-4.0"
"-1","-1","6","s999","8","7","5","single-stim","5","91","0.0-5.0"
"-1","-1","7","s999","8","2","5","single-stim","6","99","0.0-6.0"
"-1","-1","8","s999","4","4","8","single-stim","7","107","0.0-7.0"
"-1","-1","9","s999","1","8","2","single-stim","8","113","0.0-8.0"
"-1","-1","10","s999","4","1","6","single-stim","9","118","0.0-9.0"
"-1","-1","11","s999","9","8","0","single-stim","10","124","0.0-10.0"
"-1","-1","12","s999","5","2","3","single-stim","11","128","0.0-11.0"
"-1","-1","13","s999","0","9","7","single-stim","12","136","0.0-12.0"
"-1","-1","14","s999","3","6","1","single-stim","13","141","0.0-13.0"
"-1","-1","15","s999","4","5","6","single-stim","14","145","0.0-14.0"
"-1","-1","16","s999","7","8","5","single-stim","15","150","0.0-15.0"
"-1","-1","17","s999","9","5","3","single-stim","16","155","0.0-16.0"
"-1","-1","18","s999","6","4","8","single-stim","17","160","0.0-17.0"
"-1","-1","19","s999","6","3","9","single-stim","18","164","0.0-18.0"
"-1","-1","20","s999","1","4","6","single-stim","19","169","0.0-19.0"
"-1","-1","21","s999","6","6","2","single-stim","20","190","0.0-20.0"
"-1","-1","22","s999","6","2","0","single-stim","21","195","0.0-21.0"
"-1","-1","23","s999","0","9","6","single-stim","22","209","0.0-22.0"
"-1","-1","24","s999","9","7","6","single-stim","23","216","0.0-23.0"
"-1","-1","25","s999","8","8","0","single-stim","24","226","0.0-24.0"
"-1","-1","26","s999","4","4","8","single-stim","25","232","0.0-25.0"
"-1","-1","27","s999","1","5","3","single-stim","26","237","0.0-26.0"
"-1","-1","28","s999","0","4","7","single-stim","27","245","0.0-27.0"
"-1","-1","29","s999","2","4","1","single-stim","28","254","0.0-28.0"
"-1","-1","30","s999","9","7","4","single-stim","29","263","0.0-29.0"
"-1","-1","31","s999","6","5","3","single-stim","30","269","0.0-30.0"
"-1","-1","32","s999","9","6","1","single-stim","31","276","0.0-31.0"
"-1","-1","33","s999","4","1","9","single-stim","32","285","0.0-32.0"
"-1","-1","34","s999","7","6","4","single-stim","33","309","0.0-33.0"
"-1","-1","35","s999","0","4","7","single-stim","34","326","0.0-34.0"
"-1","-1","36","s999","4","4","4","single-stim","35","331","0.0-35.0"
"-1","-1","37","s999","6","9","9","single-stim","36","337","0.0-36.0"
"-1","-1","38","s999","4","4","1","single-stim","37","342","0.0-37.0"
"-1","-1","39","s999","2","2","8","single-stim","38","347","0.0-38.0"
"-1","-1","40","s999","1","7","7","single-stim","39","356","0.0-39.0"
"-1","-1","41","s999","0","9","8","single-stim","40","360","0.0-40.0"
"-1","-1","42","s999","1","8","4","single-stim","41","377","0.0-41.0"
"-1","-1","43","s999","2","0","2","single-stim","42","396","0.0-42.0"
"-1","-1","44","s999","9","6","7","single-stim","43","407","0.0-43.0"
