"rt","key_press","TrialNumber","Subject","TrialType","Response","TestTrial","trial_type","trial_index","time_elapsed","internal_node_id"
"-1","-1","1","s999","7","5","5","single-stim","0","68","0.0-0.0"
"-1","-1","2","s999","3","7","7","single-stim","1","90","0.0-1.0"
"-1","-1","3","s999","7","2","9","single-stim","2","97","0.0-2.0"
"-1","-1","4","s999","1","7","7","single-stim","3","109","0.0-3.0"
"-1","-1","5","s999","9","6","0","single-stim","4","114","0.0-4.0"
"-1","-1","6","s999","5","4","8","single-stim","5","120","0.0-5.0"
"-1","-1","7","s999","0","4","1","single-stim","6","124","0.0-6.0"
"-1","-1","8","s999","9","3","9","single-stim","7","129","0.0-7.0"
"-1","-1","9","s999","7","6","2","single-stim","8","134","0.0-8.0"
"-1","-1","10","s999","3","2","0","single-stim","9","141","0.0-9.0"
"-1","-1","11","s999","2","9","5","single-stim","10","146","0.0-10.0"
"-1","-1","12","s999","7","4","1","single-stim","11","151","0.0-11.0"
"-1","-1","13","s999","5","9","3","single-stim","12","159","0.0-12.0"
"-1","-1","14","s999","4","7","1","single-stim","13","175","0.0-13.0"
"-1","-1","15","s999","5","9","4","single-stim","14","196","0.0-14.0"
"-1","-1","16","s999","6","7","9","single-stim","15","210","0.0-15.0"
"-1","-1","17","s999","0","1","8","single-stim","16","216","0.0-16.0"
"-1","-1","18","s999","4","6","8","single-stim","17","226","0.0-17.0"
"-1","-1","19","s999","6","0","9","single-stim","18","238","0.0-18.0"
"-1","-1","20","s999","1","8","2","single-stim","19","246","0.0-19.0"
"-1","-1","21","s999","7","9","0","single-stim","20","260","0.0-20.0"
"-1","-1","22","s999","9","5","7","single-stim","21","265","0.0-21.0"
"-1","-1","23","s999","2","7","2","single-stim","22","272","0.0-22.0"
"-1","-1","24","s999","2","0","2","single-stim","23","279","0.0-23.0"
"-1","-1","25","s999","2","4","5","single-stim","24","285","0.0-24.0"
"-1","-1","26","s999","6","1","1","single-stim","25","290","0.0-25.0"
"-1","-1","27","s999","3","3","4","single-stim","26","296","0.0-26.0"
"-1","-1","28","s999","5","3","2","single-stim","27","301","0.0-27.0"
"-1","-1","29","s999","7","5","4","single-stim","28","310","0.0-28.0"
"-1","-1","30","s999","3","7","8","single-stim","29","316","0.0-29.0"
"-1","-1","31","s999","2","2","1","single-stim","30","324","0.0-30.0"
"-1","-1","32","s999","1","0","0","single-stim","31","329","0.0-31.0"
"-1","-1","33","s999","4","4","7","single-stim","32","334","0.0-32.0"
"-1","-1","34","s999","2","9","5","single-stim","33","345","0.0-33.0"
"-1","-1","35","s999","2","4","0","single-stim","34","350","0.0-34.0"
"-1","-1","36","s999","1","3","0","single-stim","35","358","0.0-35.0"
"-1","-1","37","s999","8","3","8","single-stim","36","362","0.0-36.0"
"-1","-1","38","s999","2","8","2","single-stim","37","367","0.0-37.0"
"-1","-1","39","s999","4","4","3","single-stim","38","372","0.0-38.0"
"-1","-1","40","s999","6","3","6","single-stim","39","380","0.0-39.0"
"-1","-1","41","s999","1","6","3","single-stim","40","386","0.0-40.0"
"-1","-1","42","s999","9","9","5","single-stim","41","392","0.0-41.0"
"-1","-1","43","s999","5","5","6","single-stim","42","400","0.0-42.0"
"-1","-1","44","s999","0","5","1","single-stim","43","406","0.0-43.0"
"-1","-1","45","s999","1","2","6","single-stim","44","411","0.0-44.0"
"-1","-1","46","s999","4","9","7","single-stim","45","416","0.0-45.0"
"-1","-1","47","s999","3","6","8","single-stim","46","421","0.0-46.0"
"-1","-1","48","s999","5","7","6","single-stim","47","426","0.0-47.0"
"-1","-1","49","s999","6","9","7","single-stim","48","446","0.0-48.0"
"-1","-1","50","s999","9","1","5","single-stim","49","452","0.0-49.0"
"-1","-1","51","s999","7","7","5","single-stim","50","457","0.0-50.0"
"-1","-1","52","s999","9","8","4","single-stim","51","465","0.0-51.0"
"-1","-1","53","s999","6","2","8","single-stim","52","470","0.0-52.0"
"-1","-1","54","s999","1","9","2","single-stim","53","478","0.0-53.0"
"-1","-1","55","s999","1","1","3","single-stim","54","483","0.0-54.0"
"-1","-1","56","s999","8","5","5","single-stim","55","488","0.0-55.0"
"-1","-1","57","s999","6","8","9","single-stim","56","493","0.0-56.0"
"-1","-1","58","s999","0","9","0","single-stim","57","497","0.0-57.0"
"-1","-1","59","s999","7","7","5","single-stim","58","502","0.0-58.0"
"-1","-1","60","s999","9","9","6","single-stim","59","506","0.0-59.0"
"-1","-1","61","s999","7","1","7","single-stim","60","511","0.0-60.0"
"-1","-1","62","s999","7","3","8","single-stim","61","516","0.0-61.0"
"-1","-1","63","s999","8","1","8","single-stim","62","521","0.0-62.0"
"-1","-1","64","s999","8","4","9","single-stim","63","526","0.0-63.0"
"-1","-1","65","s999","9","5","4","single-stim","64","531","0.0-64.0"
"-1","-1","66","s999","8","6","8","single-stim","65","537","0.0-65.0"
"-1","-1","67","s999","2","6","0","single-stim","66","542","0.0-66.0"
"-1","-1","68","s999","8","5","7","single-stim","67","548","0.0-67.0"
"-1","-1","69","s999","6","2","1","single-stim","68","555","0.0-68.0"
"-1","-1","70","s999","9","3","4","single-stim","69","562","0.0-69.0"
"-1","-1","71","s999","9","4","5","single-stim","70","567","0.0-70.0"
"-1","-1","72","s999","3","1","8","single-stim","71","572","0.0-71.0"
"-1","-1","73","s999","3","4","4","single-stim","72","577","0.0-72.0"
"-1","-1","74","s999","7","9","3","single-stim","73","581","0.0-73.0"
"-1","-1","75","s999","7","7","4","single-stim","74","589","0.0-74.0"
"-1","-1","76","s999","1","9","3","single-stim","75","595","0.0-75.0"
"-1","-1","77","s999","6","6","5","single-stim","76","600","0.0-76.0"
"-1","-1","78","s999","0","9","6","single-stim","77","605","0.0-77.0"
"-1","-1","79","s999","6","4","4","single-stim","78","615","0.0-78.0"
"-1","-1","80","s999","3","0","4","single-stim","79","621","0.0-79.0"
"-1","-1","81","s999","1","4","0","single-stim","80","625","0.0-80.0"
"-1","-1","82","s999","1","2","6","single-stim","81","630","0.0-81.0"
"-1","-1","83","s999","7","1","5","single-stim","82","635","0.0-82.0"
"-1","-1","84","s999","1","9","6","single-stim","83","643","0.0-83.0"
"-1","-1","85","s999","4","3","8","single-stim","84","648","0.0-84.0"
"-1","-1","86","s999","5","7","7","single-stim","85","662","0.0-85.0"
"-1","-1","87","s999","2","7","0","single-stim","86","667","0.0-86.0"
"-1","-1","88","s999","2","1","3","single-stim","87","682","0.0-87.0"
"-1","-1","89","s999","5","9","6","single-stim","88","688","0.0-88.0"
"-1","-1","90","s999","9","7","7","single-stim","89","695","0.0-89.0"
"-1","-1","91","s999","5","1","3","single-stim","90","700","0.0-90.0"
"-1","-1","92","s999","2","1","3","single-stim","91","706","0.0-91.0"
"-1","-1","93","s999","9","4","4","single-stim","92","712","0.0-92.0"
"-1","-1","94","s999","6","8","7","single-stim","93","717","0.0-93.0"
"-1","-1","95","s999","4","5","3","single-stim","94","722","0.0-94.0"
"-1","-1","96","s999","6","8","9","single-stim","95","726","0.0-95.0"
"-1","-1","97","s999","7","2","7","single-stim","96","731","0.0-96.0"
"-1","-1","98","s999","8","3","9","single-stim","97","738","0.0-97.0"
"-1","-1","99","s999","6","1","9","single-stim","98","744","0.0-98.0"
"-1","-1","100","s999","6","1","9","single-stim","99","750","0.0-99.0"
