"rt","key_press","TrialNumber","Subject","TrialType","Response","TestTrial","trial_type","trial_index","time_elapsed","internal_node_id"
"-1","-1","1","s999","2","8","9","single-stim","0","67","0.0-0.0"
"-1","-1","2","s999","2","4","0","single-stim","1","75","0.0-1.0"
"-1","-1","3","s999","3","7","3","single-stim","2","80","0.0-2.0"
"-1","-1","4","s999","6","0","6","single-stim","3","81","0.0-3.0"
"-1","-1","5","s999","2","4","3","single-stim","4","92","0.0-4.0"
"-1","-1","6","s999","7","2","2","single-stim","5","117","0.0-5.0"
"-1","-1","7","s999","8","2","0","single-stim","6","133","0.0-6.0"
"-1","-1","8","s999","3","5","6","single-stim","7","138","0.0-7.0"
"-1","-1","9","s999","8","1","7","single-stim","8","158","0.0-8.0"
"-1","-1","10","s999","8","5","0","single-stim","9","164","0.0-9.0"
"-1","-1","11","s999","4","6","4","single-stim","10","170","0.0-10.0"
"-1","-1","12","s999","9","3","1","single-stim","11","174","0.0-11.0"
"-1","-1","13","s999","6","3","3","single-stim","12","179","0.0-12.0"
"-1","-1","14","s999","9","3","5","single-stim","13","185","0.0-13.0"
"-1","-1","15","s999","9","1","3","single-stim","14","190","0.0-14.0"
"-1","-1","16","s999","9","5","9","single-stim","15","196","0.0-15.0"
"-1","-1","17","s999","4","2","4","single-stim","16","202","0.0-16.0"
"-1","-1","18","s999","0","6","6","single-stim","17","207","0.0-17.0"
"-1","-1","19","s999","4","0","9","single-stim","18","214","0.0-18.0"
"-1","-1","20","s999","3","8","1","single-stim","19","219","0.0-19.0"
"-1","-1","21","s999","6","8","4","single-stim","20","224","0.0-20.0"
"-1","-1","22","s999","3","1","3","single-stim","21","229","0.0-21.0"
"-1","-1","23","s999","6","8","4","single-stim","22","235","0.0-22.0"
"-1","-1","24","s999","5","4","2","single-stim","23","240","0.0-23.0"
"-1","-1","25","s999","1","7","9","single-stim","24","248","0.0-24.0"
"-1","-1","26","s999","9","2","6","single-stim","25","254","0.0-25.0"
"-1","-1","27","s999","4","5","6","single-stim","26","260","0.0-26.0"
"-1","-1","28","s999","4","0","3","single-stim","27","269","0.0-27.0"
"-1","-1","29","s999","2","3","1","single-stim","28","274","0.0-28.0"
"-1","-1","30","s999","2","6","4","single-stim","29","288","0.0-29.0"
"-1","-1","31","s999","8","5","9","single-stim","30","296","0.0-30.0"
"-1","-1","32","s999","2","2","0","single-stim","31","304","0.0-31.0"
"-1","-1","33","s999","6","0","4","single-stim","32","309","0.0-32.0"
"-1","-1","34","s999","7","3","8","single-stim","33","323","0.0-33.0"
"-1","-1","35","s999","8","4","8","single-stim","34","329","0.0-34.0"
"-1","-1","36","s999","3","5","9","single-stim","35","337","0.0-35.0"
"-1","-1","37","s999","9","6","6","single-stim","36","342","0.0-36.0"
"-1","-1","38","s999","3","8","9","single-stim","37","353","0.0-37.0"
"-1","-1","39","s999","4","1","4","single-stim","38","358","0.0-38.0"
"-1","-1","40","s999","3","7","0","single-stim","39","370","0.0-39.0"
"-1","-1","41","s999","1","5","1","single-stim","40","375","0.0-40.0"
"-1","-1","42","s999","6","0","1","single-stim","41","380","0.0-41.0"
"-1","-1","43","s999","2","1","8","single-stim","42","392","0.0-42.0"
"-1","-1","44","s999","2","9","4","single-stim","43","400","0.0-43.0"
"-1","-1","45","s999","7","1","0","single-stim","44","405","0.0-44.0"
"-1","-1","46","s999","5","2","8","single-stim","45","409","0.0-45.0"
"-1","-1","47","s999","0","0","2","single-stim","46","414","0.0-46.0"
"-1","-1","48","s999","8","5","3","single-stim","47","420","0.0-47.0"
"-1","-1","49","s999","9","0","9","single-stim","48","425","0.0-48.0"
"-1","-1","50","s999","2","4","4","single-stim","49","430","0.0-49.0"
"-1","-1","51","s999","8","8","5","single-stim","50","435","0.0-50.0"
"-1","-1","52","s999","5","1","4","single-stim","51","439","0.0-51.0"
"-1","-1","53","s999","7","7","7","single-stim","52","453","0.0-52.0"
"-1","-1","54","s999","3","9","9","single-stim","53","458","0.0-53.0"
"-1","-1","55","s999","1","9","8","single-stim","54","463","0.0-54.0"
"-1","-1","56","s999","2","2","4","single-stim","55","468","0.0-55.0"
"-1","-1","57","s999","4","5","2","single-stim","56","474","0.0-56.0"
"-1","-1","58","s999","3","6","4","single-stim","57","479","0.0-57.0"
"-1","-1","59","s999","0","0","0","single-stim","58","487","0.0-58.0"
"-1","-1","60","s999","2","3","0","single-stim","59","494","0.0-59.0"
"-1","-1","61","s999","6","5","5","single-stim","60","500","0.0-60.0"
