"rt","key_press","TrialNumber","Subject","TrialType","Response","TestTrial","trial_type","trial_index","time_elapsed","internal_node_id"
"-1","-1","1","s999","8","3","1","single-stim","0","50","0.0-0.0"
"-1","-1","2","s999","8","0","6","single-stim","1","60","0.0-1.0"
"-1","-1","3","s999","1","6","4","single-stim","2","63","0.0-2.0"
"-1","-1","4","s999","6","2","6","single-stim","3","65","0.0-3.0"
"-1","-1","5","s999","5","3","5","single-stim","4","70","0.0-4.0"
"-1","-1","6","s999","4","2","4","single-stim","5","80","0.0-5.0"
"-1","-1","7","s999","2","1","8","single-stim","6","84","0.0-6.0"
"-1","-1","8","s999","8","5","6","single-stim","7","90","0.0-7.0"
"-1","-1","9","s999","9","7","2","single-stim","8","95","0.0-8.0"
"-1","-1","10","s999","9","0","0","single-stim","9","102","0.0-9.0"
"-1","-1","11","s999","7","5","8","single-stim","10","109","0.0-10.0"
"-1","-1","12","s999","0","7","2","single-stim","11","115","0.0-11.0"
"-1","-1","13","s999","2","7","1","single-stim","12","119","0.0-12.0"
"-1","-1","14","s999","3","5","0","single-stim","13","125","0.0-13.0"
"-1","-1","15","s999","6","7","9","single-stim","14","130","0.0-14.0"
"-1","-1","16","s999","3","8","7","single-stim","15","136","0.0-15.0"
"-1","-1","17","s999","7","7","2","single-stim","16","141","0.0-16.0"
"-1","-1","18","s999","8","4","6","single-stim","17","146","0.0-17.0"
"-1","-1","19","s999","7","5","2","single-stim","18","151","0.0-18.0"
"-1","-1","20","s999","6","5","7","single-stim","19","158","0.0-19.0"
"-1","-1","21","s999","9","6","8","single-stim","20","166","0.0-20.0"
"-1","-1","22","s999","2","4","1","single-stim","21","170","0.0-21.0"
"-1","-1","23","s999","3","8","7","single-stim","22","179","0.0-22.0"
"-1","-1","24","s999","0","7","2","single-stim","23","186","0.0-23.0"
"-1","-1","25","s999","1","8","5","single-stim","24","198","0.0-24.0"
"-1","-1","26","s999","9","3","1","single-stim","25","203","0.0-25.0"
"-1","-1","27","s999","4","7","2","single-stim","26","209","0.0-26.0"
"-1","-1","28","s999","4","9","2","single-stim","27","214","0.0-27.0"
"-1","-1","29","s999","8","6","0","single-stim","28","219","0.0-28.0"
"-1","-1","30","s999","5","5","0","single-stim","29","226","0.0-29.0"
"-1","-1","31","s999","3","0","6","single-stim","30","232","0.0-30.0"
"-1","-1","32","s999","9","9","4","single-stim","31","238","0.0-31.0"
"-1","-1","33","s999","3","6","7","single-stim","32","243","0.0-32.0"
"-1","-1","34","s999","7","7","6","single-stim","33","248","0.0-33.0"
"-1","-1","35","s999","7","8","5","single-stim","34","253","0.0-34.0"
"-1","-1","36","s999","6","3","0","single-stim","35","257","0.0-35.0"
"-1","-1","37","s999","2","1","9","single-stim","36","262","0.0-36.0"
"-1","-1","38","s999","4","3","9","single-stim","37","267","0.0-37.0"
"-1","-1","39","s999","3","9","2","single-stim","38","271","0.0-38.0"
"-1","-1","40","s999","0","3","1","single-stim","39","276","0.0-39.0"
"-1","-1","41","s999","3","6","2","single-stim","40","281","0.0-40.0"
"-1","-1","42","s999","1","8","6","single-stim","41","286","0.0-41.0"
"-1","-1","43","s999","3","1","5","single-stim","42","291","0.0-42.0"
"-1","-1","44","s999","2","4","7","single-stim","43","296","0.0-43.0"
"-1","-1","45","s999","5","5","6","single-stim","44","301","0.0-44.0"
"-1","-1","46","s999","7","9","6","single-stim","45","307","0.0-45.0"
"-1","-1","47","s999","1","1","3","single-stim","46","313","0.0-46.0"
"-1","-1","48","s999","5","2","3","single-stim","47","317","0.0-47.0"
"-1","-1","49","s999","1","7","2","single-stim","48","325","0.0-48.0"
"-1","-1","50","s999","2","5","1","single-stim","49","331","0.0-49.0"
"-1","-1","51","s999","2","6","6","single-stim","50","336","0.0-50.0"
"-1","-1","52","s999","6","9","6","single-stim","51","341","0.0-51.0"
"-1","-1","53","s999","3","7","8","single-stim","52","348","0.0-52.0"
"-1","-1","54","s999","3","0","6","single-stim","53","357","0.0-53.0"
"-1","-1","55","s999","4","5","1","single-stim","54","366","0.0-54.0"
"-1","-1","56","s999","5","9","6","single-stim","55","371","0.0-55.0"
"-1","-1","57","s999","5","6","0","single-stim","56","377","0.0-56.0"
"-1","-1","58","s999","6","4","2","single-stim","57","382","0.0-57.0"
"-1","-1","59","s999","0","4","8","single-stim","58","387","0.0-58.0"
"-1","-1","60","s999","2","1","3","single-stim","59","393","0.0-59.0"
"-1","-1","61","s999","3","0","3","single-stim","60","397","0.0-60.0"
"-1","-1","62","s999","9","3","4","single-stim","61","402","0.0-61.0"
"-1","-1","63","s999","1","8","5","single-stim","62","408","0.0-62.0"
"-1","-1","64","s999","1","9","5","single-stim","63","413","0.0-63.0"
"-1","-1","65","s999","2","0","6","single-stim","64","418","0.0-64.0"
"-1","-1","66","s999","3","6","5","single-stim","65","424","0.0-65.0"
"-1","-1","67","s999","2","8","7","single-stim","66","429","0.0-66.0"
"-1","-1","68","s999","6","3","3","single-stim","67","435","0.0-67.0"
"-1","-1","69","s999","0","8","4","single-stim","68","441","0.0-68.0"
"-1","-1","70","s999","5","0","9","single-stim","69","446","0.0-69.0"
"-1","-1","71","s999","3","9","8","single-stim","70","451","0.0-70.0"
"-1","-1","72","s999","1","9","6","single-stim","71","456","0.0-71.0"
"-1","-1","73","s999","1","0","4","single-stim","72","461","0.0-72.0"
